107,0107-01-02,0108-01-01
108,0108-01-02,0109-01-01
109,0109-01-02,0110-01-01
110,0110-01-02,0111-01-01
111,0111-01-02,0112-01-01
112,0112-01-02,0113-01-01
113,0113-01-02,0114-01-01
114,0114-01-02,0115-01-01
115,0115-01-02,0116-01-01
116,0116-01-02,0117-01-01
117,0117-01-02,0118-01-01
118,0118-01-02,0119-01-01
119,0119-01-02,0120-01-01
120,0120-01-02,0121-01-01
121,0121-01-02,0122-01-01
122,0122-01-02,0123-01-01
123,0123-01-02,0124-01-01
124,0124-01-03,0125-01-01
125,0125-01-02,0126-01-01
126,0126-01-02,0127-01-01
127,0127-01-02,0128-01-01
128,0128-01-02,0129-01-01
129,0129-01-02,0130-01-01
130,0130-01-02,0131-01-01
131,0131-01-02,0132-01-01
132,0132-01-02,0133-01-01
133,0133-01-02,0134-01-01
134,0134-01-02,0135-01-01
135,0135-01-02,0136-01-01
136,0136-01-02,0137-01-01
137,0137-01-02,0138-01-01
138,0138-01-02,0139-01-01
139,0139-01-02,0140-01-01
140,0140-01-02,0141-01-01
141,0141-01-02,0142-01-01
142,0142-01-02,0143-01-01
143,0143-01-02,0144-01-01
144,0144-01-02,0145-01-01
145,0145-01-02,0146-01-01
146,0146-01-02,0147-01-01
147,0147-01-02,0148-01-01
148,0148-01-02,0149-01-01
149,0149-01-02,0150-01-01
150,0150-01-02,0151-01-01
151,0151-01-02,0152-01-01
152,0152-01-03,0153-01-01
153,0153-01-02,0154-01-01
154,0154-01-02,0155-01-01
155,0155-01-02,0156-01-01
156,0156-01-02,0157-01-01
157,0157-01-02,0158-01-01
158,0158-01-02,0159-01-01
159,0159-01-02,0160-01-01
160,0160-01-02,0161-01-01
161,0161-01-02,0162-01-01
162,0162-01-02,0163-01-01
163,0163-01-02,0164-01-01
164,0164-01-02,0165-01-01
165,0165-01-02,0166-01-01
166,0166-01-02,0167-01-01
167,0167-01-02,0168-01-01
168,0168-01-02,0169-01-01
169,0169-01-02,0170-01-01
170,0170-01-02,0171-01-01
171,0171-01-02,0172-01-01
172,0172-01-02,0173-01-01
173,0173-01-02,0174-01-01
174,0174-01-02,0175-01-01
175,0175-01-02,0176-01-01
176,0176-01-02,0177-01-01
177,0177-01-02,0178-01-01
178,0178-01-02,0179-01-01
179,0179-01-02,0180-01-01
180,0180-01-03,0181-01-01
181,0181-01-02,0182-01-01
182,0182-01-02,0183-01-01
183,0183-01-02,0184-01-01
184,0184-01-02,0185-01-01
185,0185-01-02,0186-01-01
186,0186-01-02,0187-01-01
187,0187-01-02,0188-01-01
188,0188-01-02,0189-01-01
189,0189-01-02,0190-01-01
190,0190-01-02,0191-01-01
191,0191-01-02,0192-01-01
192,0192-01-02,0193-01-01
193,0193-01-02,0194-01-01
194,0194-01-02,0195-01-01
195,0195-01-02,0196-01-01
196,0196-01-02,0197-01-01
197,0197-01-02,0198-01-01
198,0198-01-02,0199-01-01
199,0199-01-02,0200-01-01
200,0200-01-02,0200-12-31
201,0201-01-01,0201-12-31
202,0202-01-01,0202-12-31
203,0203-01-01,0203-12-31
204,0204-01-01,0204-12-31
205,0205-01-01,0205-12-31
206,0206-01-01,0206-12-31
207,0207-01-01,0207-12-31
208,0208-01-01,0208-12-31
209,0209-01-01,0209-12-31
210,0210-01-01,0210-12-31
211,0211-01-01,0211-12-31
212,0212-01-01,0212-12-31
213,0213-01-01,0213-12-31
214,0214-01-01,0214-12-31
215,0215-01-01,0215-12-31
216,0216-01-01,0216-12-31
217,0217-01-01,0217-12-31
218,0218-01-01,0218-12-31
219,0219-01-01,0219-12-31
220,0220-01-02,0220-12-31
221,0221-01-01,0221-12-31
222,0222-01-01,0222-12-31
223,0223-01-01,0223-12-31
224,0224-01-01,0224-12-31
225,0225-01-01,0225-12-31
226,0226-01-01,0226-12-31
227,0227-01-01,0227-12-31
228,0228-01-01,0228-12-31
229,0229-01-01,0229-12-31
230,0230-01-01,0230-12-31
231,0231-01-01,0231-12-31
232,0232-01-01,0232-12-31
233,0233-01-01,0233-12-31
234,0234-01-01,0234-12-31
235,0235-01-01,0235-12-31
236,0236-01-01,0236-12-31
237,0237-01-01,0237-12-31
238,0238-01-01,0238-12-31
239,0239-01-01,0239-12-31
240,0240-01-01,0240-12-31
241,0241-01-01,0241-12-31
242,0242-01-01,0242-12-31
243,0243-01-01,0243-12-31
244,0244-01-01,0244-12-31
245,0245-01-01,0245-12-31
246,0246-01-01,0246-12-31
247,0247-01-01,0247-12-31
248,0248-01-02,0248-12-31
249,0249-01-01,0249-12-31
250,0250-01-01,0250-12-31
251,0251-01-01,0251-12-31
252,0252-01-01,0252-12-31
253,0253-01-01,0253-12-31
254,0254-01-01,0254-12-31
255,0255-01-01,0255-12-31
256,0256-01-01,0256-12-31
257,0257-01-01,0257-12-31
258,0258-01-01,0258-12-31
259,0259-01-01,0259-12-31
260,0260-01-01,0260-12-31
261,0261-01-01,0261-12-31
262,0262-01-01,0262-12-31
263,0263-01-01,0263-12-31
264,0264-01-01,0264-12-31
265,0265-01-01,0265-12-31
266,0266-01-01,0266-12-31
267,0267-01-01,0267-12-31
268,0268-01-01,0268-12-31
269,0269-01-01,0269-12-31
270,0270-01-01,0270-12-31
271,0271-01-01,0271-12-31
272,0272-01-01,0272-12-31
273,0273-01-01,0273-12-31
274,0274-01-01,0274-12-31
275,0275-01-01,0275-12-31
276,0276-01-02,0276-12-31
277,0277-01-01,0277-12-31
278,0278-01-01,0278-12-31
279,0279-01-01,0279-12-31
280,0280-01-01,0280-12-31
281,0281-01-01,0281-12-31
282,0282-01-01,0282-12-31
283,0283-01-01,0283-12-31
284,0284-01-01,0284-12-31
285,0285-01-01,0285-12-31
286,0286-01-01,0286-12-31
287,0287-01-01,0287-12-31
288,0288-01-01,0288-12-31
289,0289-01-01,0289-12-31
290,0290-01-01,0290-12-31
291,0291-01-01,0291-12-31
292,0292-01-01,0292-12-31
293,0293-01-01,0293-12-31
294,0294-01-01,0294-12-31
295,0295-01-01,0295-12-31
296,0296-01-01,0296-12-31
297,0297-01-01,0297-12-31
298,0298-01-01,0298-12-31
299,0299-01-01,0299-12-31
300,0300-01-01,0300-12-30
301,0300-12-31,0301-12-30
302,0301-12-31,0302-12-30
303,0302-12-31,0303-12-30
304,0303-12-31,0304-12-30
305,0304-12-31,0305-12-30
306,0305-12-31,0306-12-30
307,0306-12-31,0307-12-30
308,0307-12-31,0308-12-30
309,0308-12-31,0309-12-30
310,0309-12-31,0310-12-30
311,0310-12-31,0311-12-30
312,0311-12-31,0312-12-30
313,0312-12-31,0313-12-30
314,0313-12-31,0314-12-30
315,0314-12-31,0315-12-30
316,0316-01-01,0316-12-30
317,0316-12-31,0317-12-30
318,0317-12-31,0318-12-30
319,0318-12-31,0319-12-30
320,0319-12-31,0320-12-30
321,0320-12-31,0321-12-30
322,0321-12-31,0322-12-30
323,0322-12-31,0323-12-30
324,0323-12-31,0324-12-30
325,0324-12-31,0325-12-30
326,0325-12-31,0326-12-30
327,0326-12-31,0327-12-30
328,0327-12-31,0328-12-30
329,0328-12-31,0329-12-30
330,0329-12-31,0330-12-30
331,0330-12-31,0331-12-30
332,0331-12-31,0332-12-30
333,0332-12-31,0333-12-30
334,0333-12-31,0334-12-30
335,0334-12-31,0335-12-30
336,0335-12-31,0336-12-30
337,0336-12-31,0337-12-30
338,0337-12-31,0338-12-30
339,0338-12-31,0339-12-30
340,0339-12-31,0340-12-30
341,0340-12-31,0341-12-30
342,0341-12-31,0342-12-30
343,0342-12-31,0343-12-30
344,0344-01-01,0344-12-30
345,0344-12-31,0345-12-30
346,0345-12-31,0346-12-30
347,0346-12-31,0347-12-30
348,0347-12-31,0348-12-30
349,0348-12-31,0349-12-30
350,0349-12-31,0350-12-30
351,0350-12-31,0351-12-30
352,0351-12-31,0352-12-30
353,0352-12-31,0353-12-30
354,0353-12-31,0354-12-30
355,0354-12-31,0355-12-30
356,0355-12-31,0356-12-30
357,0356-12-31,0357-12-30
358,0357-12-31,0358-12-30
359,0358-12-31,0359-12-30
360,0359-12-31,0360-12-30
361,0360-12-31,0361-12-30
362,0361-12-31,0362-12-30
363,0362-12-31,0363-12-30
364,0363-12-31,0364-12-30
365,0364-12-31,0365-12-30
366,0365-12-31,0366-12-30
367,0366-12-31,0367-12-30
368,0367-12-31,0368-12-30
369,0368-12-31,0369-12-30
370,0369-12-31,0370-12-30
371,0370-12-31,0371-12-30
372,0372-01-01,0372-12-30
373,0372-12-31,0373-12-30
374,0373-12-31,0374-12-30
375,0374-12-31,0375-12-30
376,0375-12-31,0376-12-30
377,0376-12-31,0377-12-30
378,0377-12-31,0378-12-30
379,0378-12-31,0379-12-30
380,0379-12-31,0380-12-30
381,0380-12-31,0381-12-30
382,0381-12-31,0382-12-30
383,0382-12-31,0383-12-30
384,0383-12-31,0384-12-30
385,0384-12-31,0385-12-30
386,0385-12-31,0386-12-30
387,0386-12-31,0387-12-30
388,0387-12-31,0388-12-30
389,0388-12-31,0389-12-30
390,0389-12-31,0390-12-30
391,0390-12-31,0391-12-30
392,0391-12-31,0392-12-30
393,0392-12-31,0393-12-30
394,0393-12-31,0394-12-30
395,0394-12-31,0395-12-30
396,0395-12-31,0396-12-30
397,0396-12-31,0397-12-30
398,0397-12-31,0398-12-30
399,0398-12-31,0399-12-30
400,0400-01-01,0400-12-30
401,0400-12-31,0401-12-30
402,0401-12-31,0402-12-30
403,0402-12-31,0403-12-30
404,0403-12-31,0404-12-30
405,0404-12-31,0405-12-30
406,0405-12-31,0406-12-30
407,0406-12-31,0407-12-30
408,0407-12-31,0408-12-30
409,0408-12-31,0409-12-30
410,0409-12-31,0410-12-30
411,0410-12-31,0411-12-30
412,0411-12-31,0412-12-30
413,0412-12-31,0413-12-30
414,0413-12-31,0414-12-30
415,0414-12-31,0415-12-30
416,0415-12-31,0416-12-30
417,0416-12-31,0417-12-30
418,0417-12-31,0418-12-30
419,0418-12-31,0419-12-30
420,0419-12-31,0420-12-30
421,0420-12-31,0421-12-30
422,0421-12-31,0422-12-30
423,0422-12-31,0423-12-30
424,0423-12-31,0424-12-30
425,0424-12-31,0425-12-30
426,0425-12-31,0426-12-30
427,0426-12-31,0427-12-30
428,0428-01-01,0428-12-30
429,0428-12-31,0429-12-30
430,0429-12-31,0430-12-30
431,0430-12-31,0431-12-30
432,0431-12-31,0432-12-30
433,0432-12-31,0433-12-30
434,0433-12-31,0434-12-30
435,0434-12-31,0435-12-30
436,0435-12-31,0436-12-30
437,0436-12-31,0437-12-30
438,0437-12-31,0438-12-30
439,0438-12-31,0439-12-30
440,0439-12-31,0440-12-30
441,0440-12-31,0441-12-30
442,0441-12-31,0442-12-30
443,0442-12-31,0443-12-30
444,0443-12-31,0444-12-30
445,0444-12-31,0445-12-30
446,0445-12-31,0446-12-30
447,0446-12-31,0447-12-30
448,0447-12-31,0448-12-30
449,0448-12-31,0449-12-30
450,0449-12-31,0450-12-30
451,0450-12-31,0451-12-30
452,0451-12-31,0452-12-30
453,0452-12-31,0453-12-30
454,0453-12-31,0454-12-30
455,0454-12-31,0455-12-30
456,0456-01-01,0456-12-30
457,0456-12-31,0457-12-30
458,0457-12-31,0458-12-30
459,0458-12-31,0459-12-30
460,0459-12-31,0460-12-30
461,0460-12-31,0461-12-30
462,0461-12-31,0462-12-30
463,0462-12-31,0463-12-30
464,0463-12-31,0464-12-30
465,0464-12-31,0465-12-30
466,0465-12-31,0466-12-30
467,0466-12-31,0467-12-30
468,0467-12-31,0468-12-30
469,0468-12-31,0469-12-30
470,0469-12-31,0470-12-30
471,0470-12-31,0471-12-30
472,0471-12-31,0472-12-30
473,0472-12-31,0473-12-30
474,0473-12-31,0474-12-30
475,0474-12-31,0475-12-30
476,0475-12-31,0476-12-30
477,0476-12-31,0477-12-30
478,0477-12-31,0478-12-30
479,0478-12-31,0479-12-30
480,0479-12-31,0480-12-30
481,0480-12-31,0481-12-30
482,0481-12-31,0482-12-30
483,0482-12-31,0483-12-30
484,0484-01-01,0484-12-30
485,0484-12-31,0485-12-30
486,0485-12-31,0486-12-30
487,0486-12-31,0487-12-30
488,0487-12-31,0488-12-30
489,0488-12-31,0489-12-30
490,0489-12-31,0490-12-30
491,0490-12-31,0491-12-30
492,0491-12-31,0492-12-30
493,0492-12-31,0493-12-30
494,0493-12-31,0494-12-30
495,0494-12-31,0495-12-30
496,0495-12-31,0496-12-30
497,0496-12-31,0497-12-30
498,0497-12-31,0498-12-30
499,0498-12-31,0499-12-30
500,0499-12-31,0500-12-29
501,0500-12-30,0501-12-29
502,0501-12-30,0502-12-29
503,0502-12-30,0503-12-29
504,0503-12-30,0504-12-29
505,0504-12-30,0505-12-29
506,0505-12-30,0506-12-29
507,0506-12-30,0507-12-29
508,0507-12-30,0508-12-29
509,0508-12-30,0509-12-29
510,0509-12-30,0510-12-29
511,0510-12-30,0511-12-29
512,0511-12-30,0512-12-29
513,0512-12-30,0513-12-29
514,0513-12-30,0514-12-29
515,0514-12-30,0515-12-29
516,0515-12-30,0516-12-29
517,0516-12-30,0517-12-29
518,0517-12-30,0518-12-29
519,0518-12-30,0519-12-29
520,0519-12-30,0520-12-29
521,0520-12-30,0521-12-29
522,0521-12-30,0522-12-29
523,0522-12-30,0523-12-29
524,0523-12-31,0524-12-29
525,0524-12-30,0525-12-29
526,0525-12-30,0526-12-29
527,0526-12-30,0527-12-29
528,0527-12-30,0528-12-29
529,0528-12-30,0529-12-29
530,0529-12-30,0530-12-29
531,0530-12-30,0531-12-29
532,0531-12-30,0532-12-29
533,0532-12-30,0533-12-29
534,0533-12-30,0534-12-29
535,0534-12-30,0535-12-29
536,0535-12-30,0536-12-29
537,0536-12-30,0537-12-29
538,0537-12-30,0538-12-29
539,0538-12-30,0539-12-29
540,0539-12-30,0540-12-29
541,0540-12-30,0541-12-29
542,0541-12-30,0542-12-29
543,0542-12-30,0543-12-29
544,0543-12-30,0544-12-29
545,0544-12-30,0545-12-29
546,0545-12-30,0546-12-29
547,0546-12-30,0547-12-29
548,0547-12-30,0548-12-29
549,0548-12-30,0549-12-29
550,0549-12-30,0550-12-29
551,0550-12-30,0551-12-29
552,0551-12-31,0552-12-29
553,0552-12-30,0553-12-29
554,0553-12-30,0554-12-29
555,0554-12-30,0555-12-29
556,0555-12-30,0556-12-29
557,0556-12-30,0557-12-29
558,0557-12-30,0558-12-29
559,0558-12-30,0559-12-29
560,0559-12-30,0560-12-29
561,0560-12-30,0561-12-29
562,0561-12-30,0562-12-29
563,0562-12-30,0563-12-29
564,0563-12-30,0564-12-29
565,0564-12-30,0565-12-29
566,0565-12-30,0566-12-29
567,0566-12-30,0567-12-29
568,0567-12-30,0568-12-29
569,0568-12-30,0569-12-29
570,0569-12-30,0570-12-29
571,0570-12-30,0571-12-29
572,0571-12-30,0572-12-29
573,0572-12-30,0573-12-29
574,0573-12-30,0574-12-29
575,0574-12-30,0575-12-29
576,0575-12-30,0576-12-29
577,0576-12-30,0577-12-29
578,0577-12-30,0578-12-29
579,0578-12-30,0579-12-29
580,0579-12-31,0580-12-29
581,0580-12-30,0581-12-29
582,0581-12-30,0582-12-29
583,0582-12-30,0583-12-29
584,0583-12-30,0584-12-29
585,0584-12-30,0585-12-29
586,0585-12-30,0586-12-29
587,0586-12-30,0587-12-29
588,0587-12-30,0588-12-29
589,0588-12-30,0589-12-29
590,0589-12-30,0590-12-29
591,0590-12-30,0591-12-29
592,0591-12-30,0592-12-29
593,0592-12-30,0593-12-29
594,0593-12-30,0594-12-29
595,0594-12-30,0595-12-29
596,0595-12-30,0596-12-29
597,0596-12-30,0597-12-29
598,0597-12-30,0598-12-29
599,0598-12-30,0599-12-29
600,0599-12-30,0600-12-28
601,0600-12-29,0601-12-28
602,0601-12-29,0602-12-28
603,0602-12-29,0603-12-28
604,0603-12-29,0604-12-28
605,0604-12-29,0605-12-28
606,0605-12-29,0606-12-28
607,0606-12-29,0607-12-28
608,0607-12-29,0608-12-28
609,0608-12-29,0609-12-28
610,0609-12-29,0610-12-28
611,0610-12-29,0611-12-28
612,0611-12-29,0612-12-28
613,0612-12-29,0613-12-28
614,0613-12-29,0614-12-28
615,0614-12-29,0615-12-28
616,0615-12-29,0616-12-28
617,0616-12-29,0617-12-28
618,0617-12-29,0618-12-28
619,0618-12-29,0619-12-28
620,0619-12-30,0620-12-28
621,0620-12-29,0621-12-28
622,0621-12-29,0622-12-28
623,0622-12-29,0623-12-28
624,0623-12-29,0624-12-28
625,0624-12-29,0625-12-28
626,0625-12-29,0626-12-28
627,0626-12-29,0627-12-28
628,0627-12-29,0628-12-28
629,0628-12-29,0629-12-28
630,0629-12-29,0630-12-28
631,0630-12-29,0631-12-28
632,0631-12-29,0632-12-28
633,0632-12-29,0633-12-28
634,0633-12-29,0634-12-28
635,0634-12-29,0635-12-28
636,0635-12-29,0636-12-28
637,0636-12-29,0637-12-28
638,0637-12-29,0638-12-28
639,0638-12-29,0639-12-28
640,0639-12-29,0640-12-28
641,0640-12-29,0641-12-28
642,0641-12-29,0642-12-28
643,0642-12-29,0643-12-28
644,0643-12-29,0644-12-28
645,0644-12-29,0645-12-28
646,0645-12-29,0646-12-28
647,0646-12-29,0647-12-28
648,0647-12-30,0648-12-28
649,0648-12-29,0649-12-28
650,0649-12-29,0650-12-28
651,0650-12-29,0651-12-28
652,0651-12-29,0652-12-28
653,0652-12-29,0653-12-28
654,0653-12-29,0654-12-28
655,0654-12-29,0655-12-28
656,0655-12-29,0656-12-28
657,0656-12-29,0657-12-28
658,0657-12-29,0658-12-28
659,0658-12-29,0659-12-28
660,0659-12-29,0660-12-28
661,0660-12-29,0661-12-28
662,0661-12-29,0662-12-28
663,0662-12-29,0663-12-28
664,0663-12-29,0664-12-28
665,0664-12-29,0665-12-28
666,0665-12-29,0666-12-28
667,0666-12-29,0667-12-28
668,0667-12-29,0668-12-28
669,0668-12-29,0669-12-28
670,0669-12-29,0670-12-28
671,0670-12-29,0671-12-28
672,0671-12-29,0672-12-28
673,0672-12-29,0673-12-28
674,0673-12-29,0674-12-28
675,0674-12-29,0675-12-28
676,0675-12-30,0676-12-28
677,0676-12-29,0677-12-28
678,0677-12-29,0678-12-28
679,0678-12-29,0679-12-28
680,0679-12-29,0680-12-28
681,0680-12-29,0681-12-28
682,0681-12-29,0682-12-28
683,0682-12-29,0683-12-28
684,0683-12-29,0684-12-28
685,0684-12-29,0685-12-28
686,0685-12-29,0686-12-28
687,0686-12-29,0687-12-28
688,0687-12-29,0688-12-28
689,0688-12-29,0689-12-28
690,0689-12-29,0690-12-28
691,0690-12-29,0691-12-28
692,0691-12-29,0692-12-28
693,0692-12-29,0693-12-28
694,0693-12-29,0694-12-28
695,0694-12-29,0695-12-28
696,0695-12-29,0696-12-28
697,0696-12-29,0697-12-28
698,0697-12-29,0698-12-28
699,0698-12-29,0699-12-28
700,0699-12-29,0700-12-27
701,0700-12-28,0701-12-27
702,0701-12-28,0702-12-27
703,0702-12-28,0703-12-27
704,0703-12-28,0704-12-27
705,0704-12-28,0705-12-27
706,0705-12-28,0706-12-27
707,0706-12-28,0707-12-27
708,0707-12-28,0708-12-27
709,0708-12-28,0709-12-27
710,0709-12-28,0710-12-27
711,0710-12-28,0711-12-27
712,0711-12-28,0712-12-27
713,0712-12-28,0713-12-27
714,0713-12-28,0714-12-27
715,0714-12-28,0715-12-27
716,0715-12-29,0716-12-27
717,0716-12-28,0717-12-27
718,0717-12-28,0718-12-27
719,0718-12-28,0719-12-27
720,0719-12-28,0720-12-27
721,0720-12-28,0721-12-27
722,0721-12-28,0722-12-27
723,0722-12-28,0723-12-27
724,0723-12-28,0724-12-27
725,0724-12-28,0725-12-27
726,0725-12-28,0726-12-27
727,0726-12-28,0727-12-27
728,0727-12-28,0728-12-27
729,0728-12-28,0729-12-27
730,0729-12-28,0730-12-27
731,0730-12-28,0731-12-27
732,0731-12-28,0732-12-27
733,0732-12-28,0733-12-27
734,0733-12-28,0734-12-27
735,0734-12-28,0735-12-27
736,0735-12-28,0736-12-27
737,0736-12-28,0737-12-27
738,0737-12-28,0738-12-27
739,0738-12-28,0739-12-27
740,0739-12-28,0740-12-27
741,0740-12-28,0741-12-27
742,0741-12-28,0742-12-27
743,0742-12-28,0743-12-27
744,0743-12-29,0744-12-27
745,0744-12-28,0745-12-27
746,0745-12-28,0746-12-27
747,0746-12-28,0747-12-27
748,0747-12-28,0748-12-27
749,0748-12-28,0749-12-27
750,0749-12-28,0750-12-27
751,0750-12-28,0751-12-27
752,0751-12-28,0752-12-27
753,0752-12-28,0753-12-27
754,0753-12-28,0754-12-27
755,0754-12-28,0755-12-27
756,0755-12-28,0756-12-27
757,0756-12-28,0757-12-27
758,0757-12-28,0758-12-27
759,0758-12-28,0759-12-27
760,0759-12-28,0760-12-27
761,0760-12-28,0761-12-27
762,0761-12-28,0762-12-27
763,0762-12-28,0763-12-27
764,0763-12-28,0764-12-27
765,0764-12-28,0765-12-27
766,0765-12-28,0766-12-27
767,0766-12-28,0767-12-27
768,0767-12-28,0768-12-27
769,0768-12-28,0769-12-27
770,0769-12-28,0770-12-27
771,0770-12-28,0771-12-27
772,0771-12-29,0772-12-27
773,0772-12-28,0773-12-27
774,0773-12-28,0774-12-27
775,0774-12-28,0775-12-27
776,0775-12-28,0776-12-27
777,0776-12-28,0777-12-27
778,0777-12-28,0778-12-27
779,0778-12-28,0779-12-27
780,0779-12-28,0780-12-27
781,0780-12-28,0781-12-27
782,0781-12-28,0782-12-27
783,0782-12-28,0783-12-27
784,0783-12-28,0784-12-27
785,0784-12-28,0785-12-27
786,0785-12-28,0786-12-27
787,0786-12-28,0787-12-27
788,0787-12-28,0788-12-27
789,0788-12-28,0789-12-27
790,0789-12-28,0790-12-27
791,0790-12-28,0791-12-27
792,0791-12-28,0792-12-27
793,0792-12-28,0793-12-27
794,0793-12-28,0794-12-27
795,0794-12-28,0795-12-27
796,0795-12-28,0796-12-27
797,0796-12-28,0797-12-27
798,0797-12-28,0798-12-27
799,0798-12-28,0799-12-27
800,0799-12-29,0800-12-27
801,0800-12-28,0801-12-27
802,0801-12-28,0802-12-27
803,0802-12-28,0803-12-27
804,0803-12-28,0804-12-27
805,0804-12-28,0805-12-27
806,0805-12-28,0806-12-27
807,0806-12-28,0807-12-27
808,0807-12-28,0808-12-27
809,0808-12-28,0809-12-27
810,0809-12-28,0810-12-27
811,0810-12-28,0811-12-27
812,0811-12-28,0812-12-27
813,0812-12-28,0813-12-27
814,0813-12-28,0814-12-27
815,0814-12-28,0815-12-27
816,0815-12-28,0816-12-27
817,0816-12-28,0817-12-27
818,0817-12-28,0818-12-27
819,0818-12-28,0819-12-27
820,0819-12-28,0820-12-27
821,0820-12-28,0821-12-27
822,0821-12-28,0822-12-27
823,0822-12-28,0823-12-27
824,0823-12-28,0824-12-27
825,0824-12-28,0825-12-27
826,0825-12-28,0826-12-27
827,0826-12-28,0827-12-27
828,0827-12-29,0828-12-27
829,0828-12-28,0829-12-27
830,0829-12-28,0830-12-27
831,0830-12-28,0831-12-27
832,0831-12-28,0832-12-27
833,0832-12-28,0833-12-27
834,0833-12-28,0834-12-27
835,0834-12-28,0835-12-27
836,0835-12-28,0836-12-27
837,0836-12-28,0837-12-27
838,0837-12-28,0838-12-27
839,0838-12-28,0839-12-27
840,0839-12-28,0840-12-27
841,0840-12-28,0841-12-27
842,0841-12-28,0842-12-27
843,0842-12-28,0843-12-27
844,0843-12-28,0844-12-27
845,0844-12-28,0845-12-27
846,0845-12-28,0846-12-27
847,0846-12-28,0847-12-27
848,0847-12-28,0848-12-27
849,0848-12-28,0849-12-27
850,0849-12-28,0850-12-27
851,0850-12-28,0851-12-27
852,0851-12-28,0852-12-27
853,0852-12-28,0853-12-27
854,0853-12-28,0854-12-27
855,0854-12-28,0855-12-27
856,0855-12-29,0856-12-27
857,0856-12-28,0857-12-27
858,0857-12-28,0858-12-27
859,0858-12-28,0859-12-27
860,0859-12-28,0860-12-27
861,0860-12-28,0861-12-27
862,0861-12-28,0862-12-27
863,0862-12-28,0863-12-27
864,0863-12-28,0864-12-27
865,0864-12-28,0865-12-27
866,0865-12-28,0866-12-27
867,0866-12-28,0867-12-27
868,0867-12-28,0868-12-27
869,0868-12-28,0869-12-27
870,0869-12-28,0870-12-27
871,0870-12-28,0871-12-27
872,0871-12-28,0872-12-27
873,0872-12-28,0873-12-27
874,0873-12-28,0874-12-27
